Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_27022023009288;0062067900;;0090018000;X1;684100207R;ECA---0021;1;1200;1000;359;48,685;0;GERB--3551_1200_1000;none;202303090000;202303100750;45;100
0090018000_27022023009289;0062060800;;0090018000;X2;172022957R;ECM---0559;3;1600;1200;1350;303,920;45;GERB--1613_1600_1200;none;202303130000;202303141800;5;100
0090018000_27022023009290;0062059600;;0090018000;X0;751114826R;SLI---0601;2;1200;1000;750;243,700;45;GERB--1213_1200_1000;none;202303020000;202303031055;3;100
0090018000_27022023009291;0029908700;;0090018000;X4;886055930R;SFDA--6640;1;1600;1200;930;174,305;45;GERB--1613_1600_1200;none;202303150000;202303172025;2;100
0090018000_27022023009292;0062059600;;0090018000;X0;765313222R;SLI---1200;2;1600;1200;930;607,600;45;GERB--1613_1600_1200;none;202303130000;202303141125;6;100
0090018000_27022023009293;0062067900;;0090018000;X1;809002652R;ECM---0560;2;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202303240000;202303271255;2;100
0090018000_27022023009294;0062065300;;0090018000;X3;909001457R;SLI---1200;1;1600;1200;930;171,100;45;GERB--1613_1600_1200;none;202303010000;202303021220;2;100
0090018000_27022023009295;0029908700;;0090018000;X4;883054589R;SFDA--6640;13;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202304130000;202304171650;2;100
0090018000_27022023009296;0029271000;;0090018000;X3;849023317R;SLI---1200;5;1600;1200;930;307,130;45;GERB--1613_1600_1200;none;202304040000;202304061445;4;100
0090018000_27022023009297;0062060800;;0090018000;X2;172022957R;ECM---0559;2;1600;1200;1350;303,920;45;GERB--1613_1600_1200;none;202303280000;202303290915;5;100
0090018000_27022023009298;0062055700;;0090018000;X3;788A31513R;SFDA--6836;12;1600;1200;930;149,212;45;GERB--1613_1600_1200;none;202303070000;202303080640;1;100
0090018000_27022023009299;0062055700;;0090018000;X1;909001323R;ECA---0021;2;1200;1000;1100;76,356;0;GERB--3551_1200_1000;none;202304110000;202304121150;1;100
0090018000_27022023009300;0029271000;;0090018000;X3;749449012R;ECM---4390;9;1800;1400;1020;303,450;45;GERB--0343_1800_1400;none;202303060000;202303082005;3;100
0090018000_27022023009301;0062059600;;0090018000;X0;766364956R;SLI---1200;2;1600;1200;930;227,440;45;GERB--1613_1600_1200;none;202303060000;202303072115;3;100
0090018000_27022023009302;0062067900;;0090018000;X1;769151408R;SLI---0770;1;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202303060000;202303070750;1;100
0090018000_27022023009303;0062059600;;0090018000;X0;767122931R;SLI---1200;3;1600;1200;930;356,560;45;GERB--1613_1600_1200;none;202303080000;202303090610;6;100
0090018000_27022023009304;0062067900;;0090018000;X1;809002652R;ECM---0560;4;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202304110000;202304121645;2;100
0090018000_27022023009305;0062067900;;0090018000;X1;769115976R;ECA---0021;1;1200;1000;943;88,470;0;GERB--3551_1200_1000;none;202303160000;202303170750;3;100
0090018000_27022023009306;0062059600;;0090018000;X0;781418245R;ECM---0470;1;1600;1200;545;338,520;45;GERB--1613_1600_1200;none;202303130000;202303141125;6;100
0090018000_27022023009307;0062055700;;0090018000;X3;682526755R;SLI---0601;15;1200;1000;750;135,800;45;GERB--1213_1200_1000;none;202303240000;202303271540;3;100
0090018000_27022023009308;0062059600;;0090018000;X0;767528739R;SLI---1200;3;1600;1200;930;356,200;45;GERB--1613_1600_1200;none;202304250000;202304261055;5;100
0090018000_27022023009309;0062065300;;0090018000;X1;850449909R;ECA---0021;1;1200;1000;1057;121,350;0;GERB--3551_1200_1000;none;202303270000;202303281220;2;100
0090018000_27022023009310;0062067900;;0090018000;X1;620909957R;SLI---0760;1;1200;1000;930;153,704;45;GERB--1213_1200_1000;none;202304130000;202304140750;2;100
0090018000_27022023009311;0029908700;;0090018000;X4;883054589R;SFDA--6640;13;1600;1200;930;169,960;45;GERB--1613_1600_1200;none;202303080000;202303100740;2;100
0090018000_27022023009312;0062067900;;0090018000;X1;850448064R;ECA---0021;1;1200;1000;359;61,750;0;GERB--3551_1200_1000;none;202303080000;202303090750;10;100
0090018000_27022023009313;0062059600;;0090018000;X0;762A20650R;SLI---0601;1;1200;1000;750;222,940;45;GERB--1213_1200_1000;none;202303280000;202303292115;3;100
0090018000_27022023009314;0062059600;;0090018000;X0;791106190R;SLI---0901;1;1600;1200;750;582,600;45;GERB--1613_1600_1200;none;202304250000;202304261055;9;100
0090018000_27022023009315;0062069400;;0090018000;X0;852480062R;SLI---1271;2;1600;1200;975;808,300;45;GERB--1613_1600_1200;none;202302280000;202303072025;12;100
0090018000_27022023009316;0062067900;;0090018000;X1;620905631R;SLI---0760;1;1200;1000;930;153,068;45;GERB--1213_1200_1000;none;202303020000;202303030750;2;100
0090018000_27022023009317;0062055700;;0090018000;X3;685000609R;SLI---0901;14;1600;1200;750;137,391;45;GERB--1613_1600_1200;none;202304130000;202304141540;2;100
0090018000_27022023009318;0062067900;;0090018000;X1;769377743R;SLI---0601;2;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202304100000;202304111130;1;100
0090018000_27022023009319;0062059600;;0090018000;X0;764421237R;SLI---0760;1;1200;1000;930;413,580;45;GERB--1213_1200_1000;none;202303270000;202303281125;5;100
0090018000_27022023009320;0062059600;;0090018000;X0;762493511R;SLI---0760;1;1200;1000;930;704,360;45;GERB--1213_1200_1000;none;202304190000;202304200610;10;100
0090018000_27022023009321;0029271000;;0090018000;X3;849517970R;SLI---0760;1;1200;1000;930;140,000;45;GERB--1213_1200_1000;none;202303020000;202303061445;3;100
0090018000_27022023009322;0062059600;;0090018000;X0;767135532R;SLI---1200;1;1600;1200;930;358,480;45;GERB--1613_1600_1200;none;202303280000;202303290610;6;100
0090018000_27022023009323;0062067900;;0090018000;X1;623108550R;SLI---0770;1;1200;1000;975;160,680;45;GERB--1213_1200_1000;none;202304190000;202304200750;2;100
0090018000_27022023009324;0062059600;;0090018000;X0;762A38486R;SLI---0760;1;1200;1000;930;291,480;45;GERB--1213_1200_1000;none;202304270000;202304281055;4;100
0090018000_27022023009325;0062059600;;0090018000;X0;8201615965;MTEM--5517;1;1800;1200;1350;820,480;45;GERB--0088_1800_1200;none;202304030000;202304040610;2;100
0090018000_27022023009326;0029908700;;0090018000;X4;876612821R;SLI---0770;8;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202303280000;202303302110;1;100
0090018000_27022023009327;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;758;127,400;0;GERB--3551_1200_1000;none;202304200000;202304251140;10;100
0090018000_27022023009328;0062055700;;0090018000;X3;668118617R;SLI---0901;2;1600;1200;750;155,640;45;GERB--1613_1600_1200;none;202304180000;202304192005;3;100
0090018000_27022023009329;0062067900;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;459;44,640;0;GERB--3551_1200_1000;none;202303080000;202303090750;13;100
0090018000_27022023009330;0029908700;;0090018000;X4;876118373R;SLI---0770;10;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202304100000;202304120740;1;100
0090018000_27022023009331;0062067900;;0090018000;X1;620936395R;SLI---0771;1;1200;1000;975;149,310;45;GERB--1213_1200_1000;none;202304050000;202304060750;2;100
0090018000_27022023009332;0062059600;;0090018000;X0;764439219R;SLI---0760;1;1200;1000;930;414,140;45;GERB--1213_1200_1000;none;202303270000;202303280610;5;100
0090018000_27022023009333;0062060800;;0090018000;X2;172031693R;ECM---5712;2;1600;1200;1350;207,720;45;GERB--1613_1600_1200;none;202303100000;202303130915;5;100
0090018000_27022023009334;0062055700;;0090018000;X1;769114116R;ECA---0021;2;1200;1000;1155;109,480;0;GERB--3551_1200_1000;none;202303140000;202303151150;4;100
0090018000_27022023009335;0062059600;;0090018000;X0;765302792R;SLI---1200;2;1600;1200;930;663,220;45;GERB--1613_1600_1200;none;202304100000;202304111125;9;100
0090018000_27022023009336;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;1057;182,100;0;GERB--3551_1200_1000;none;202304270000;202305020935;8;100
0090018000_27022023009337;0040010000;;0090018000;X1;172216908R;SLI---0770;23;1200;1000;975;169,000;45;GERB--1213_1200_1000;none;202304130000;202304140600;3;100
0090018000_27022023009338;0062055700;;0090018000;X1;909001323R;ECA---0021;1;1200;1000;1100;76,356;0;GERB--3551_1200_1000;none;202304260000;202304271150;1;100
0090018000_27022023009339;0062059600;;0090018000;X0;765313222R;SLI---1200;1;1600;1200;930;607,600;45;GERB--1613_1600_1200;none;202303160000;202303170610;6;100
0090018000_27022023009340;0062069600;;0090018000;X1;679002227R;ECM---8492;1;1588;1158;1300;267,500;45;GERB--0895_1588_1158;none;202303020000;202303062110;3;100
0090018000_27022023009341;0062059600;;0090018000;X0;8201638317;SLI---1200;1;1600;1200;930;387,300;45;GERB--1613_1600_1200;none;202304270000;202304280610;1;100
0090018000_27022023009342;0062055700;;0090018000;X3;788A31513R;SFDA--6836;6;1600;1200;930;149,212;45;GERB--1613_1600_1200;none;202304110000;202304121540;1;100
0090018000_27022023009343;0062059600;;0090018000;X0;764421334R;SLI---0601;1;1200;1000;750;260,200;45;GERB--1213_1200_1000;none;202303270000;202303280610;4;100
0090018000_27022023009344;0062059600;;0090018000;X0;766232445R;SLI---0901;1;1600;1200;750;197,340;45;GERB--1613_1600_1200;none;202303240000;202303272115;3;100
0090018000_27022023009345;0062067900;;0090018000;X1;769370345R;SLI---0770;5;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202303100000;202303130750;1;100
0090018000_27022023009346;0062059600;;0090018000;X0;8201638317;SLI---1200;1;1600;1200;930;387,300;45;GERB--1613_1600_1200;none;202304130000;202304142115;1;100
0090018000_27022023009347;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;1057;182,100;0;GERB--3551_1200_1000;none;202304120000;202304141140;8;100
0090018000_27022023009348;0029908700;;0090018000;X4;873701312R;SLI---0020;1;800;600;445;25,340;0;GERB--3543_800_600;none;202303090000;202303130740;14;100
0090018000_27022023009349;0062067900;;0090018000;X1;809609485R;ECA---0021;1;1200;1000;359;127,800;0;GERB--3551_1200_1000;none;202304180000;202304190750;59;100
0090018000_27022023009350;0062059600;;0090018000;X0;670008674R;MTEM--8612;1;1605;1205;990;395,416;45;GERB--0393_1605_1205;none;202303210000;202303222115;5;100
0090018000_27022023009351;0029908700;;0090018000;X4;873620570R;SLI---0770;4;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202304190000;202304241650;2;100
0090018000_27022023009352;0062059600;;0090018000;X0;766364956R;SLI---1200;5;1600;1200;930;227,440;45;GERB--1613_1600_1200;none;202304180000;202304191055;3;100
0090018000_27022023009353;0062069400;;0090018000;X0;673395980R;CON-S-0130;3;780;570;478;104,768;47;GERB--3195_780_570;widthwise;202304050000;202304132025;3;4
0090018000_27022023009354;0062055700;;0090018000;X1;243121471R;ECA---0021;1;1200;1000;1057;154,140;0;GERB--3551_1200_1000;none;202304170000;202304181150;2;100
0090018000_27022023009355;0062067900;;0090018000;X1;682605480R;ECA---0021;1;1200;1000;758;71,280;0;GERB--3551_1200_1000;none;202304040000;202304050750;13;100
0090018000_27022023009356;0062059600;;0090018000;X0;762A26597R;SLI---0760;3;1200;1000;930;291,000;45;GERB--1213_1200_1000;none;202304190000;202304200610;4;100
0090018000_27022023009357;0062059600;;0090018000;X0;751701056R;SLI---0771;4;1200;1000;975;329,770;45;GERB--1213_1200_1000;none;202303290000;202303300610;4;100
0090018000_27022023009358;0062069600;;0090018000;X3;658406210R;SLI---0901;10;1600;1200;750;148,860;45;GERB--1613_1600_1200;none;202303210000;202303231635;2;100
0090018000_27022023009359;0062059600;;0090018000;X0;762A38486R;SLI---0760;2;1200;1000;930;291,480;45;GERB--1213_1200_1000;none;202303270000;202303281125;4;100
0090018000_27022023009360;0062059600;;0090018000;X0;671206045R;SLI---0901;3;1600;1200;750;299,760;45;GERB--1613_1600_1200;none;202303230000;202303241055;3;100
0090018000_27022023009361;0062069400;;0090018000;X0;776514302R;SLI---0601;5;1200;1000;750;229,880;45;GERB--1213_1200_1000;none;202304110000;202304182025;3;100
0090018000_27022023009362;0062069600;;0090018000;X1;658401630R;SLI---1271;1;1600;1200;975;187,320;45;GERB--1613_1600_1200;none;202303140000;202303160740;3;100
0090018000_27022023009363;0062059600;;0090018000;X0;8201638486;MTEM--3124;1;1605;1205;1950;762,200;45;GERB--0394_1605_1205;none;202304130000;202304142115;2;100
0090018000_27022023009364;0028091900;;0090018000;X4;403007072R;ENS---0014;11;1400;1225;1160;278,500;0;GERB--7976_1400_1225;none;202303030000;202303311400;14;100
0090018000_27022023009365;0062067900;;0090018000;X1;829015080R;ECM---0560;4;2350;1000;950;264,880;45;GERB--1058_2350_1000;none;202304200000;202304241255;1;100
0090018000_27022023009366;0062059600;;0090018000;X0;765313222R;SLI---1200;2;1600;1200;930;607,600;45;GERB--1613_1600_1200;none;202304170000;202304180610;6;100
0090018000_27022023009367;0062067900;;0090018000;X1;909006477R;SLI---0770;6;1200;1000;975;142,590;45;GERB--1213_1200_1000;none;202304200000;202304240750;2;100
0090018000_27022023009368;0062055700;;0090018000;X3;638132298R;SFDA--6836;5;1600;1200;930;149,322;45;GERB--1613_1600_1200;none;202303280000;202303292005;1;100
0090018000_27022023009369;0062069600;;0090018000;X1;749401051R;SLI---1271;1;1600;1200;975;212,200;45;GERB--1613_1600_1200;none;202304270000;202305021635;2;100
0090018000_27022023009370;0029908700;;0090018000;X4;864300394R;ECA---0021;1;1200;1000;758;127,400;0;GERB--3551_1200_1000;none;202304050000;202304101140;10;100
0090018000_27022023009371;0062069600;;0090018000;X1;749480138R;SLI---1271;1;1600;1200;975;185,250;45;GERB--1613_1600_1200;none;202302280000;202303020740;1;100
0090018000_27022023009372;0062067900;;0090018000;X1;769359302R;SLI---0770;2;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202304280000;202305021130;2;100
0090018000_27022023009373;0062059600;;0090018000;X0;671206045R;SLI---0901;2;1600;1200;750;299,760;45;GERB--1613_1600_1200;none;202304100000;202304110610;3;100
0090018000_27022023009374;0062055700;;0090018000;X3;668118617R;SLI---0901;2;1600;1200;750;155,640;45;GERB--1613_1600_1200;none;202304120000;202304132005;3;100
0090018000_27022023009375;0062059600;;0090018000;X0;764433506R;SLI---0601;2;1200;1000;750;260,520;45;GERB--1213_1200_1000;none;202303080000;202303090610;4;100
0090018000_27022023009376;0062059600;;0090018000;X0;767515402R;SLI---1200;3;1600;1200;930;356,200;45;GERB--1613_1600_1200;none;202303200000;202303211125;5;100
0090018000_27022023009377;0041659700;;0090018000;X1;260606757R;SFDA--9805;18;1200;1000;975;168,796;45;GERB--1213_1200_1000;none;202303230000;202304111340;9;100
0090018000_27022023009378;0062069400;;0090018000;X0;8201560251;CON-S-0130;1;780;570;478;160,560;47;GERB--3195_780_570;widthwise;202303060000;202303132025;1;4
0090018000_27022023009379;0062069600;;0090018000;X1;668920867R;SLI---0760;2;1200;1000;930;152,366;45;GERB--1213_1200_1000;none;202303140000;202303160740;3;100
0090018000_27022023009380;0062069600;;0090018000;X3;679009181R;ECM---6798;3;1588;1158;1300;204,000;45;GERB--0895_1588_1158;none;202303030000;202303071220;2;100
0090018000_27022023009381;0062059600;;0090018000;X0;765313222R;SLI---1200;1;1600;1200;930;607,600;45;GERB--1613_1600_1200;none;202304240000;202304252115;6;100
0090018000_27022023009382;0062067000;;0090018000;X3;682001173R;ECM---6799;6;2200;1600;1450;258,560;45;GERB--0515_2200_1600;none;202303280000;202303291505;2;100
0090018000_27022023009383;0062055700;;0090018000;X1;243229923R;ECA---0021;1;1200;1000;1057;118,080;0;GERB--3551_1200_1000;none;202304120000;202304131150;4;100
0090018000_27022023009384;0062060800;;0090018000;X2;172038007R;ECM---5712;9;1600;1200;1350;207,720;45;GERB--1613_1600_1200;none;202303090000;202303101430;5;100
0090018000_27022023009385;0062069600;;0090018000;X1;679002390R;SLI---1271;1;1600;1200;975;190,600;45;GERB--1613_1600_1200;none;202303100000;202303140740;5;100
0090018000_27022023009386;0062055700;;0090018000;X1;363157867R;ECA---0021;2;1200;1000;359;39,800;0;GERB--3551_1200_1000;none;202303030000;202303061240;6;100
0090018000_27022023009387;0029908700;;0090018000;X4;873620570R;SLI---0770;6;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202303160000;202303200740;2;100
0090018000_27022023009388;0062069400;;0090018000;X0;763568061R;SLI---0601;2;1200;1000;750;227,528;45;GERB--1213_1200_1000;none;202303230000;202303302025;4;100
0090018000_27022023009389;0029908700;;0090018000;X4;873123547R;SLI---0770;6;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202303270000;202303292025;2;100
0090018000_27022023009390;0062069400;;0090018000;X0;764131108R;SLI---1101;1;1900;1200;750;713,620;45;GERB--0109_1900_1200;none;202303200000;202303272025;12;100
0090018000_27022023009391;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202303070000;202303092025;8;100
0090018000_27022023009392;0062069400;;0090018000;X0;663606500R;CON-S-0130;1;780;570;478;96,256;47;GERB--3195_780_570;widthwise;202303270000;202304032025;3;4
0090018000_27022023009393;0062060800;;0090018000;X2;172039318R;ECM---0559;3;1600;1200;1350;303,920;45;GERB--1613_1600_1200;none;202304240000;202304250915;5;100
0090018000_27022023009394;0062059600;;0090018000;X0;767135532R;SLI---1200;1;1600;1200;930;358,480;45;GERB--1613_1600_1200;none;202304180000;202304190610;6;100
0090018000_27022023009395;0062069600;;0090018000;X1;794202382R;SLI---1271;3;1600;1200;975;176,200;45;GERB--1613_1600_1200;none;202304240000;202304262120;2;100
0090018000_27022023009396;0062069600;;0090018000;X1;849505086R;SLI---1271;4;1600;1200;975;181,960;45;GERB--1613_1600_1200;none;202303100000;202303140740;2;100
0090018000_27022023009397;0062067900;;0090018000;X1;638A97082R;ECA---0021;1;1200;1000;1057;125,190;0;GERB--3551_1200_1000;none;202304250000;202304260750;2;100
0090018000_27022023009398;0062067900;;0090018000;X1;985P27684R;ECA---0021;1;1200;1000;359;60,080;0;GERB--3551_1200_1000;none;202304130000;202304140750;60;100
0090018000_27022023009399;0062069600;;0090018000;X1;748761857R;SLI---0760;1;1200;1000;930;128,840;45;GERB--1213_1200_1000;none;202303230000;202303271215;3;100
0090018000_27022023009400;0002893800;;0090018000;X1;769236791R;SLI---0770;2;1200;1000;975;248,880;45;GERB--1213_1200_1000;none;202302160000;202303200925;3;100
0090018000_27022023009401;0062069600;;0090018000;X1;749408303R;SLI---1271;1;1600;1200;975;177,760;45;GERB--1613_1600_1200;none;202304130000;202304171635;1;100
0090018000_27022023009402;0062059600;;0090018000;X0;781418245R;ECM---0470;1;1600;1200;545;338,520;45;GERB--1613_1600_1200;none;202303270000;202303282115;6;100
0090018000_27022023009403;0062067900;;0090018000;X1;769370345R;SLI---0770;3;1200;1000;975;132,804;45;GERB--1213_1200_1000;none;202303200000;202303211130;1;100
0090018000_27022023009404;0062065300;;0090018000;X1;638413553R;SLI---1200;2;1600;1200;930;203,320;45;GERB--1613_1600_1200;none;202304030000;202304041220;1;100
0090018000_27022023009405;0062055700;;0090018000;X3;685000609R;SLI---0901;10;1600;1200;750;137,391;45;GERB--1613_1600_1200;none;202304200000;202304240840;2;100
0090018000_27022023009406;0062055700;;0090018000;X3;638120100R;SFDA--6836;5;1600;1200;930;149,322;45;GERB--1613_1600_1200;none;202303280000;202303292005;1;100
0090018000_27022023009407;0062055700;;0090018000;X1;243803891R;ECA---0021;2;1200;1000;1057;85,800;0;GERB--3551_1200_1000;none;202303060000;202303071150;2;100
0090018000_27022023009408;0062067900;;0090018000;X1;768518016R;SLI---1101;1;1900;1200;750;257,460;45;GERB--0109_1900_1200;none;202303280000;202303292115;3;100
0090018000_27022023009409;0062059600;;0090018000;X0;801270754R;ECM---1934;1;1200;1000;545;526,750;45;GERB--1213_1200_1000;none;202304140000;202304172115;8;100
0090018000_27022023009410;0029908700;;0090018000;X4;873620570R;SLI---0770;4;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202303070000;202303091650;2;100
0090018000_27022023009411;0062067900;;0090018000;X1;969417205R;ECA---0021;1;1200;1000;1057;82,200;0;GERB--3551_1200_1000;none;202304140000;202304171645;2;100
0090018000_27022023009412;0062067900;;0090018000;X1;985P07857R;ECA---0021;1;1200;1000;459;54,250;0;GERB--3551_1200_1000;none;202304280000;202305021130;4;100
0090018000_27022023009413;0062067900;;0090018000;X1;682406061R;ECA---0021;1;1200;1000;758;79,120;0;GERB--3551_1200_1000;none;202303280000;202303290750;4;100
0090018000_27022023009414;0062059600;;0090018000;X0;732300359R;SLI---0601;1;1200;1000;750;431,704;45;GERB--1213_1200_1000;none;202304280000;202305020610;5;100
0090018000_27022023009415;0062067900;;0090018000;X1;985P07857R;ECA---0021;1;1200;1000;459;54,250;0;GERB--3551_1200_1000;none;202304190000;202304200750;4;100
0090018000_27022023009416;0062067900;;0090018000;X1;269115341R;ECA---0021;1;1200;1000;421;46,866;0;GERB--3551_1200_1000;none;202304100000;202304111645;2;100
0090018000_27022023009417;0062067900;;0090018000;X1;623103505R;SLI---0770;1;1200;1000;975;153,088;45;GERB--1213_1200_1000;none;202304050000;202304062115;2;100
0090018000_27022023009418;0029908700;;0090018000;X4;876612821R;SLI---0770;9;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202303150000;202303171650;1;100
0090018000_27022023009419;0029938000;;0090018000;X3;272704463R;ECM---5565;27;1400;1200;1450;179,400;45;GERB--0475_1400_1200;none;202303310000;202304101020;9;100
0090018000_27022023009420;0025439300;;0090018000;X0;822796450R;ECA---0021;1;1200;1000;1155;373,250;0;GERB--3551_1200_1000;none;202304110000;202304121700;7;100
0090018000_27022023009421;0062067900;;0090018000;X1;802931259R;ECA---0021;1;1200;1000;459;54,432;0;GERB--3551_1200_1000;none;202304250000;202304260750;14;100
0090018000_27022023009422;0062059600;;0090018000;X0;8201615965;MTEM--5517;1;1800;1200;1350;820,480;45;GERB--0088_1800_1200;none;202303210000;202303222115;2;100
0090018000_27022023009423;0062069400;;0090018000;X0;764558590R;SLI---0771;1;1200;1000;975;384,740;45;GERB--1213_1200_1000;none;202303270000;202304032025;5;100
0090018000_27022023009424;0062067900;;0090018000;X1;809000868R;ECM---0560;2;2350;1000;950;286,656;45;GERB--1058_2350_1000;none;202303010000;202303021255;3;100
0090018000_27022023009425;0062069400;;0090018000;X0;764131108R;SLI---1101;1;1900;1200;750;713,620;45;GERB--0109_1900_1200;none;202303300000;202304062025;12;100
0090018000_27022023009426;0062055700;;0090018000;X1;243229923R;ECA---0021;1;1200;1000;1057;118,080;0;GERB--3551_1200_1000;none;202303310000;202304031240;4;100
0090018000_27022023009427;0029908700;;0090018000;X4;873620570R;SLI---0770;2;1200;1000;975;131,366;45;GERB--1213_1200_1000;none;202304060000;202304110740;2;100
0090018000_27022023009428;0062067900;;0090018000;X1;809010935R;ECM---0560;1;2350;1000;950;271,360;45;GERB--1058_2350_1000;none;202304040000;202304051645;2;100
0090018000_27022023009429;0029908700;;0090018000;X4;876612821R;SLI---0770;13;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202303270000;202303291140;1;100
0090018000_27022023009430;0062069600;;0090018000;X3;679009181R;ECM---6798;3;1588;1158;1300;204,000;45;GERB--0895_1588_1158;none;202303010000;202303032110;2;100
0090018000_27022023009431;0062067900;;0090018000;X1;462678493R;SLI---1271;1;1600;1200;975;246,900;45;GERB--1613_1600_1200;none;202303160000;202303172115;2;100
0090018000_27022023009432;0028839800;;0090018000;X1;749023569R;ECM---6796;2;2030;1530;975;245,764;45;GERB--0894_2030_1530;none;202303220000;202303231225;2;100
0090018000_27022023009433;0062069600;;0090018000;X1;658401630R;SLI---1271;1;1600;1200;975;187,320;45;GERB--1613_1600_1200;none;202303240000;202303282110;3;100
0090018000_27022023009434;0062067900;;0090018000;X1;769166933R;SLI---0770;1;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202304240000;202304250750;1;100
0090018000_27022023009435;0028839800;;0090018000;X1;849025517R;SLI---1200;1;1600;1200;930;313,000;45;GERB--1613_1600_1200;none;202304100000;202304111225;2;100
0090018000_27022023009436;0062059600;;0090018000;X0;764421237R;SLI---0760;1;1200;1000;930;413,580;45;GERB--1213_1200_1000;none;202303090000;202303100610;5;100
0090018000_27022023009437;0062067900;;0090018000;X1;622542316R;SLI---0770;3;1200;1000;975;164,970;45;GERB--1213_1200_1000;none;202303100000;202303131645;2;100
0090018000_27022023009438;0062055700;;0090018000;X3;638120100R;SFDA--6836;6;1600;1200;930;149,322;45;GERB--1613_1600_1200;none;202303290000;202303301540;1;100
0090018000_27022023009439;0062069600;;0090018000;X1;668920867R;SLI---0760;1;1200;1000;930;152,366;45;GERB--1213_1200_1000;none;202303090000;202303132110;3;100
0090018000_27022023009440;0062067900;;0090018000;X1;829015765R;ECM---0560;2;2350;1000;950;267,040;45;GERB--1058_2350_1000;none;202304060000;202304101255;2;100
0090018000_27022023009441;0062067900;;0090018000;X1;769359302R;SLI---0770;1;1200;1000;975;152,112;45;GERB--1213_1200_1000;none;202304170000;202304181645;2;100
0090018000_27022023009442;0062069400;;0090018000;X0;673382672R;CON-S-0130;6;780;570;478;170,280;47;GERB--3195_780_570;widthwise;202303140000;202303212025;3;4
0090018000_27022023009443;0062069600;;0090018000;X3;748775631R;SLI---0760;9;1200;1000;930;129,200;45;GERB--1213_1200_1000;none;202304200000;202304251220;2;100
0090018000_27022023009444;0062067900;;0090018000;X1;809010183R;ECM---0560;12;2350;1000;950;286,656;45;GERB--1058_2350_1000;none;202303220000;202303231645;3;100
0090018000_27022023009445;0062069400;;0090018000;X0;8201677097;ECM---1934;2;1200;1000;545;690,500;45;GERB--1213_1200_1000;none;202303230000;202303302025;2;100
0090018000_27022023009446;0062059600;;0090018000;X0;765313222R;SLI---1200;2;1600;1200;930;607,600;45;GERB--1613_1600_1200;none;202304030000;202304041125;6;100
0090018000_27022023009447;0062059600;;0090018000;X0;764421237R;SLI---0760;1;1200;1000;930;413,580;45;GERB--1213_1200_1000;none;202304100000;202304111125;5;100
0090018000_27022023009448;0062069400;;0090018000;X0;625189279R;CON-S-0130;1;780;570;478;270,080;47;GERB--3195_780_570;widthwise;202303140000;202303212025;5;4
0090018000_27022023009449;0029908700;;0090018000;X4;876612821R;SLI---0770;2;1200;1000;975;129,000;45;GERB--1213_1200_1000;none;202302280000;202303022025;1;100
0090018000_27022023009450;0062069600;;0090018000;X1;849514754R;SLI---1271;1;1600;1200;975;178,600;45;GERB--1613_1600_1200;none;202304190000;202304242110;2;100
0090018000_27022023009451;0062055700;;0090018000;X3;668118617R;SLI---0901;3;1600;1200;750;155,640;45;GERB--1613_1600_1200;none;202303170000;202303200840;3;100
0090018000_27022023009452;0040010000;;0090018000;X1;172216908R;SLI---0770;13;1200;1000;975;169,000;45;GERB--1213_1200_1000;none;202303090000;202303100600;3;100
0090018000_27022023009453;0062059600;;0090018000;X0;764421237R;SLI---0760;1;1200;1000;930;413,580;45;GERB--1213_1200_1000;none;202304050000;202304062115;5;100
0090018000_27022023009454;0062067900;;0090018000;X1;769166933R;SLI---0770;4;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202303020000;202303030750;1;100
0090018000_27022023009455;0062055700;;0090018000;X1;822355361R;ECA---0021;1;1200;1000;1057;116,400;0;GERB--3551_1200_1000;none;202304260000;202304271150;8;100
